hogar,id,sexo,edad,etnia,sector,area,educacion,ingreso
1596,1,Masc,55,No indígena,Informal,Urbana,0,0
1596,2,Fem,58,No indígena,Informal,Urbana,0,2800
1596,3,Fem,31,No indígena,Informal,Urbana,5,2800
1596,4,Masc,25,No indígena,Informal,Urbana,5,2800
1596,5,Fem,20,No indígena,Informal,Urbana,5,2800
1620,2,Masc,28,No indígena,Informal,Urbana,6,2500
1629,1,Masc,75,No indígena,Informal,Urbana,6,1500
1629,2,Fem,68,No indígena,Informal,Urbana,6,1000
1636,1,Fem,54,No indígena,Informal,Urbana,6,1600
1636,2,Fem,30,No indígena,Formal,Urbana,4,12300
1636,5,Fem,29,No indígena,Formal,Urbana,5,9000
1700,1,Masc,25,Indígena,Formal,Urbana,6,11900
1713,1,Masc,42,No indígena,Formal,Urbana,5,21300
1713,5,Fem,20,No indígena,Informal,Urbana,6,8250
1726,1,Masc,43,No indígena,Informal,Urbana,6,0
1726,2,Fem,49,No indígena,Informal,Urbana,4,0
1726,3,Masc,22,No indígena,Informal,Urbana,6,8550
1759,1,Masc,47,No indígena,Informal,Urbana,6,3000
1762,1,Masc,58,No indígena,Informal,Urbana,5,0
1763,3,Fem,28,No indígena,Formal,Urbana,3,3750
1781,1,Masc,42,Indígena,Informal,Urbana,3,0
1781,3,Masc,21,Indígena,Informal,Urbana,6,0
1781,4,Fem,19,Indígena,Informal,Urbana,5,2400
1782,1,Masc,36,No indígena,Formal,Urbana,3,12500
1782,2,Fem,32,No indígena,Formal,Urbana,5,8460
1783,2,Fem,53,No indígena,Informal,Urbana,2,1000
1814,2,Fem,25,No indígena,Formal,Urbana,5,9000
1814,3,Fem,22,No indígena,Formal,Urbana,4,9000
1602,2,Masc,25,No indígena,Formal,Urbana,5,12000
1602,4,Fem,27,No indígena,Formal,Urbana,5,9000
1748,1,Fem,53,No indígena,Informal,Urbana,4,0
1748,2,Fem,17,No indígena,Informal,Urbana,5,0
1749,3,Fem,48,No indígena,Informal,Urbana,5,3000
1758,1,Masc,50,No indígena,Informal,Urbana,2,0
1758,2,Fem,47,No indígena,Formal,Urbana,6,9000
1758,3,Fem,30,No indígena,Formal,Urbana,2,10500
1758,4,Masc,20,No indígena,Formal,Urbana,1,6666
1772,1,Masc,47,No indígena,Formal,Urbana,5,21000
1772,3,Fem,19,No indígena,Informal,Urbana,5,1050
1789,1,Masc,30,No indígena,Informal,Urbana,4,0
1791,1,Masc,25,No indígena,Formal,Urbana,5,8000
1795,2,Fem,46,No indígena,Informal,Urbana,6,2000
1795,3,Fem,19,No indígena,Informal,Urbana,5,0
1797,3,Masc,26,No indígena,Informal,Urbana,5,0
1801,1,Masc,33,No indígena,Formal,Urbana,5,17000
1809,1,Fem,40,No indígena,Formal,Urbana,4,10154
1820,1,Masc,58,No indígena,Formal,Urbana,6,10500
1840,1,Masc,44,No indígena,Informal,Urbana,1,4000
1840,2,Fem,41,No indígena,Informal,Urbana,5,13000
1876,1,Masc,51,No indígena,Informal,Urbana,6,0
1876,3,Fem,28,No indígena,Formal,Urbana,4,4000
1876,4,Masc,25,No indígena,Formal,Urbana,5,10500
1876,5,Fem,23,No indígena,Formal,Urbana,3,9000
1885,1,Masc,26,No indígena,Informal,Urbana,5,2000
2032,1,Masc,43,No indígena,Formal,Urbana,6,18000
2038,1,Fem,62,No indígena,Informal,Urbana,3,0
2041,1,Masc,70,No indígena,Informal,Urbana,5,0
2090,1,Masc,56,No indígena,Informal,Urbana,5,7000
2090,2,Fem,51,No indígena,Formal,Urbana,5,24250
2090,3,Fem,27,No indígena,Formal,Urbana,3,6600
2090,4,Fem,23,No indígena,Formal,Urbana,3,6600
1126,1,Masc,64,No indígena,Formal,Urbana,5,12000
1128,1,Fem,33,No indígena,Informal,Urbana,6,1800
1129,1,Masc,36,No indígena,Formal,Urbana,3,9800
1130,2,Fem,70,No indígena,Informal,Urbana,2,0
1131,1,Fem,38,No indígena,Formal,Urbana,5,12500
1132,2,Fem,42,No indígena,Formal,Urbana,3,8400
1135,2,Fem,51,No indígena,Formal,Urbana,6,10500
1135,3,Fem,25,No indígena,Formal,Urbana,6,9300
1135,4,Fem,24,No indígena,Formal,Urbana,5,9300
1137,1,Masc,58,No indígena,Informal,Urbana,3,4000
1137,4,Fem,19,No indígena,Formal,Urbana,5,8400
1138,2,Fem,43,No indígena,Formal,Urbana,3,13500
1141,2,Fem,40,No indígena,Formal,Urbana,6,12000
1142,1,Masc,48,No indígena,Informal,Urbana,6,3750
1143,1,Masc,48,No indígena,Informal,Urbana,3,4850
1143,3,Masc,22,No indígena,Formal,Urbana,5,9000
1145,3,Fem,29,No indígena,Informal,Urbana,4,3000
1146,1,Masc,46,Indígena,Informal,Urbana,6,0
1146,2,Fem,40,Indígena,Informal,Urbana,6,0
1146,3,Fem,26,Indígena,Informal,Urbana,6,0
1147,1,Masc,69,No indígena,Formal,Urbana,6,3200
1147,3,Fem,46,No indígena,Formal,Urbana,5,10500
1147,4,Fem,38,No indígena,Formal,Urbana,6,3200
1150,1,Fem,50,No indígena,Informal,Urbana,6,0
1150,2,Fem,46,No indígena,Informal,Urbana,6,0
1150,3,Fem,27,No indígena,Formal,Urbana,6,2800
1139,1,Masc,43,No indígena,Informal,Urbana,5,0
1139,2,Fem,42,No indígena,Informal,Urbana,6,0
1148,3,Fem,22,No indígena,Formal,Urbana,5,13500
1154,2,Fem,47,No indígena,Formal,Urbana,5,18000
1154,3,Fem,25,No indígena,Informal,Urbana,5,5000
1155,1,Masc,36,No indígena,Formal,Urbana,6,9600
1156,1,Masc,45,No indígena,Formal,Urbana,6,10500
1159,2,Masc,19,No indígena,Informal,Urbana,4,1500
1160,1,Fem,45,No indígena,Formal,Urbana,5,19500
1161,1,Masc,38,Indígena,Informal,Urbana,3,3800
1162,2,Fem,50,No indígena,Informal,Urbana,5,0
1162,3,Masc,41,No indígena,Informal,Urbana,1,0
1163,1,Masc,37,No indígena,Formal,Urbana,6,15000
1163,2,Fem,36,No indígena,Informal,Urbana,6,0
1164,1,Fem,36,No indígena,Informal,Urbana,6,2000
1165,1,Masc,45,No indígena,Informal,Urbana,3,3750
1165,2,Fem,38,No indígena,Informal,Urbana,3,1500
1166,3,Fem,38,No indígena,Formal,Urbana,5,13500
1168,1,Masc,33,No indígena,Formal,Urbana,5,7600
1169,1,Masc,57,No indígena,Informal,Urbana,3,7800
1140,1,Masc,43,No indígena,Formal,Urbana,5,13000
1151,1,Masc,32,No indígena,Formal,Urbana,6,12000
1151,2,Fem,42,No indígena,Informal,Urbana,6,3000
1152,1,Fem,38,No indígena,Informal,Urbana,6,1700
1157,1,Masc,28,No indígena,Informal,Urbana,6,0
1170,1,Fem,20,No indígena,Informal,Urbana,3,1800
1171,1,Masc,46,No indígena,Informal,Urbana,3,3500
1172,1,Masc,57,No indígena,Informal,Urbana,6,0
1173,1,Masc,42,No indígena,Formal,Urbana,6,12000
1173,2,Fem,39,No indígena,Formal,Urbana,6,9600
1174,2,Masc,45,No indígena,Informal,Urbana,6,0
1175,1,Masc,22,No indígena,Informal,Urbana,6,7200
1176,1,Masc,34,No indígena,Informal,Urbana,3,7500
1176,2,Fem,33,No indígena,Informal,Urbana,3,7500
1177,1,Masc,52,No indígena,Formal,Urbana,6,10500
1177,3,Masc,27,No indígena,Formal,Urbana,5,8700
1177,4,Fem,23,No indígena,Informal,Urbana,3,0
1179,1,Fem,58,No indígena,Informal,Urbana,6,0
1180,1,Masc,41,No indígena,Informal,Urbana,5,3200
1180,2,Fem,38,No indígena,Informal,Urbana,6,0
1181,1,Masc,35,No indígena,Informal,Urbana,1,4500
1181,2,Fem,27,No indígena,Informal,Urbana,1,500
1182,1,Masc,63,No indígena,Formal,Urbana,5,15000
1182,2,Fem,48,No indígena,Formal,Urbana,5,16500
1182,5,Fem,28,No indígena,Informal,Urbana,5,0
1107,1,Masc,81,No indígena,Informal,Urbana,6,0
1113,1,Masc,63,No indígena,Informal,Urbana,5,0
1114,1,Fem,53,Indígena,Informal,Urbana,0,0
1114,3,Fem,30,No indígena,Informal,Urbana,6,0
1115,1,Fem,60,No indígena,Informal,Urbana,6,0
1115,2,Masc,38,No indígena,Formal,Urbana,6,2900
1116,1,Masc,45,No indígena,Informal,Urbana,6,0
1117,1,Masc,59,Indígena,Informal,Urbana,6,3900
1117,2,Fem,58,Indígena,Informal,Urbana,0,6000
1117,3,Fem,30,Indígena,Informal,Urbana,6,1400
1117,4,Fem,29,Indígena,Informal,Urbana,6,1500
1117,5,Fem,20,Indígena,Informal,Urbana,5,3000
1118,1,Fem,38,No indígena,Formal,Urbana,5,12200
1119,1,Fem,50,No indígena,Informal,Urbana,3,0
1119,2,Masc,26,No indígena,Formal,Urbana,1,10500
1119,3,Fem,24,No indígena,Formal,Urbana,6,5600
1120,1,Masc,67,No indígena,Informal,Urbana,3,0
1120,3,Masc,47,No indígena,Formal,Urbana,5,10500
1120,4,Masc,45,No indígena,Formal,Urbana,5,16500
1120,5,Fem,43,No indígena,Formal,Urbana,5,13000
1121,1,Masc,37,No indígena,Informal,Urbana,3,6000
1122,1,Fem,55,No indígena,Informal,Urbana,6,0
1123,1,Masc,52,No indígena,Formal,Urbana,5,14900
1134,1,Fem,44,No indígena,Informal,Urbana,2,0
1136,2,Fem,27,No indígena,Informal,Urbana,5,9000
1607,2,Fem,37,No indígena,Formal,Urbana,6,8550
1615,1,Masc,28,No indígena,Formal,Urbana,3,3500
1617,2,Fem,32,No indígena,Informal,Urbana,6,9900
1621,1,Masc,38,No indígena,Informal,Urbana,5,0
1621,2,Fem,34,No indígena,Formal,Urbana,3,8000
1634,1,Fem,54,No indígena,Informal,Urbana,6,2000
1634,2,Masc,24,No indígena,Informal,Urbana,5,6000
1634,3,Fem,18,No indígena,Informal,Urbana,4,8800
1634,4,Fem,37,No indígena,Formal,Urbana,3,12700
1642,1,Fem,55,No indígena,Informal,Urbana,2,0
1642,2,Fem,26,No indígena,Formal,Urbana,5,6600
1642,4,Fem,24,No indígena,Formal,Urbana,3,6600
1642,5,Masc,27,No indígena,Formal,Urbana,6,6600
1643,1,Masc,69,No indígena,Informal,Urbana,6,0
1643,2,Fem,63,No indígena,Informal,Urbana,3,1020
1647,1,Masc,22,No indígena,Informal,Urbana,6,1980
1649,1,Masc,35,No indígena,Formal,Urbana,6,8100
1656,1,Fem,61,No indígena,Informal,Urbana,6,600
1657,3,Masc,38,No indígena,Formal,Urbana,6,12000
1664,1,Fem,49,No indígena,Formal,Urbana,5,6064
1664,2,Masc,27,No indígena,Formal,Urbana,5,15000
1670,1,Masc,37,No indígena,Informal,Urbana,6,225
1670,2,Fem,37,No indígena,Formal,Urbana,6,2900
1670,3,Fem,19,No indígena,Informal,Urbana,6,2600
1673,1,Masc,38,No indígena,Informal,Urbana,6,0
1673,2,Fem,36,No indígena,Formal,Urbana,4,8550
1676,1,Masc,65,No indígena,Informal,Urbana,5,0
1676,2,Fem,70,No indígena,Informal,Urbana,6,0
1676,3,Masc,68,No indígena,Formal,Urbana,6,8250
1676,5,Fem,45,No indígena,Informal,Urbana,6,0
1696,1,Fem,75,No indígena,Informal,Urbana,0,1150
1704,1,Masc,36,No indígena,Formal,Urbana,4,9800
1704,2,Fem,34,No indígena,Informal,Urbana,6,0
1619,1,Masc,61,No indígena,Informal,Urbana,3,0
1619,2,Fem,51,Indígena,Informal,Urbana,6,0
1619,3,Fem,28,No indígena,Formal,Urbana,5,4300
1619,4,Masc,25,No indígena,Informal,Urbana,2,2000
1619,5,Masc,22,No indígena,Informal,Urbana,3,2000
1619,6,Masc,19,No indígena,Informal,Urbana,5,500
1619,7,Masc,17,No indígena,Informal,Urbana,5,500
1622,1,Fem,54,No indígena,Informal,Urbana,5,7000
1625,1,Fem,78,No indígena,Informal,Urbana,6,0
1626,1,Masc,70,No indígena,Informal,Urbana,6,4500
1626,3,Masc,48,No indígena,Informal,Urbana,3,3800
1626,4,Masc,46,No indígena,Formal,Urbana,3,7500
1626,5,Fem,44,No indígena,Formal,Urbana,3,6000
1630,1,Masc,33,No indígena,Informal,Urbana,6,0
1644,1,Fem,47,No indígena,Formal,Urbana,6,8550
1644,2,Masc,20,No indígena,Formal,Urbana,5,8550
1645,1,Masc,73,No indígena,Informal,Urbana,5,0
1645,2,Fem,70,No indígena,Informal,Urbana,2,0
1646,3,Masc,33,No indígena,Formal,Urbana,2,24800
1651,1,Masc,66,No indígena,Informal,Urbana,6,0
1653,1,Masc,40,No indígena,Formal,Urbana,1,15000
1653,2,Fem,37,No indígena,Formal,Urbana,6,9000
1653,4,Masc,72,No indígena,Informal,Urbana,6,0
1654,1,Fem,46,No indígena,Formal,Urbana,5,45000
1658,1,Masc,26,Indígena,Informal,Urbana,6,6500
1663,2,Fem,53,No indígena,Formal,Urbana,6,9100
1663,3,Masc,18,No indígena,Formal,Urbana,5,6150
1677,1,Masc,48,No indígena,Informal,Urbana,0,2035
1697,1,Masc,50,No indígena,Informal,Urbana,3,0
1697,2,Fem,49,No indígena,Informal,Urbana,3,160
1701,1,Masc,39,No indígena,Informal,Urbana,3,2000
1701,2,Fem,37,No indígena,Informal,Urbana,5,0
1724,1,Fem,33,No indígena,Formal,Urbana,6,9000
1728,1,Masc,37,Indígena,Informal,Urbana,0,0
1728,2,Fem,41,Indígena,Informal,Urbana,0,0
1728,3,Fem,16,Indígena,Informal,Urbana,0,0
1623,1,Fem,24,Indígena,Informal,Urbana,4,0
1623,2,Masc,24,Indígena,Informal,Urbana,5,1000
1627,1,Masc,35,Indígena,Informal,Urbana,6,0
1627,2,Fem,46,No indígena,Informal,Urbana,6,500
1627,5,Fem,25,No indígena,Formal,Urbana,6,4700
1628,1,Masc,56,No indígena,Informal,Urbana,3,0
1628,2,Fem,55,No indígena,Informal,Urbana,3,800
1628,3,Fem,32,No indígena,Formal,Urbana,5,12250
1628,4,Masc,29,No indígena,Formal,Urbana,6,9000
1655,1,Masc,54,No indígena,Informal,Urbana,5,0
1655,2,Fem,53,No indígena,Informal,Urbana,5,0
1655,3,Fem,27,No indígena,Informal,Urbana,5,2600
1655,4,Masc,21,No indígena,Formal,Urbana,5,10000
1659,1,Masc,57,No indígena,Informal,Urbana,6,10000
1659,2,Fem,40,No indígena,Informal,Urbana,4,2500
1659,3,Masc,30,No indígena,Formal,Urbana,4,9000
1660,4,Masc,22,No indígena,Informal,Urbana,1,5000
1660,6,Fem,26,No indígena,Informal,Urbana,3,1880
1661,1,Masc,62,No indígena,Informal,Urbana,4,0
1667,1,Fem,60,No indígena,Formal,Urbana,0,9700
1667,3,Fem,31,No indígena,Formal,Urbana,6,9720
1668,1,Masc,31,No indígena,Formal,Urbana,6,14000
1669,1,Masc,73,No indígena,Informal,Urbana,2,0
1671,1,Fem,36,No indígena,Formal,Urbana,6,7700
1671,2,Fem,23,No indígena,Formal,Urbana,6,5700
1671,3,Masc,22,No indígena,Formal,Urbana,6,5700
1672,2,Fem,58,No indígena,Informal,Urbana,6,0
1672,3,Masc,26,No indígena,Formal,Urbana,6,8550
1675,1,Fem,22,Indígena,Informal,Urbana,6,0
1675,2,Masc,24,No indígena,Informal,Urbana,6,3000
1678,1,Fem,53,No indígena,Informal,Urbana,4,600
1678,2,Fem,31,No indígena,Formal,Urbana,6,7800
1695,1,Masc,48,No indígena,Informal,Urbana,6,0
1695,4,Fem,18,No indígena,Formal,Urbana,4,9000
1695,5,Masc,16,No indígena,Informal,Urbana,6,0
1702,1,Masc,24,No indígena,Informal,Urbana,6,2400
1702,2,Fem,25,No indígena,Informal,Urbana,6,2600
1729,1,Masc,62,No indígena,Formal,Urbana,6,8550
1736,1,Masc,83,No indígena,Formal,Urbana,5,10500
1703,1,Masc,25,No indígena,Formal,Urbana,6,8400
1754,1,Masc,62,No indígena,Informal,Urbana,6,0
1773,3,Masc,59,No indígena,Informal,Urbana,4,0
1774,1,Fem,32,Indígena,Informal,Urbana,6,2700
1774,2,Masc,26,Indígena,Informal,Urbana,3,2700
1777,1,Fem,52,Indígena,Informal,Urbana,0,0
1777,2,Fem,19,Indígena,Informal,Urbana,2,850
1777,3,Masc,17,Indígena,Informal,Urbana,2,900
1777,4,Fem,22,Indígena,Informal,Urbana,2,0
1788,1,Masc,45,No indígena,Informal,Urbana,5,0
1788,2,Fem,36,No indígena,Formal,Urbana,3,11160
1788,3,Masc,18,No indígena,Formal,Urbana,5,5315
1792,1,Masc,63,No indígena,Informal,Urbana,5,10000
1792,3,Masc,30,No indígena,Informal,Urbana,5,10000
1793,1,Masc,29,No indígena,Formal,Urbana,1,10250
1794,1,Masc,34,Indígena,Informal,Urbana,4,0
1794,2,Fem,32,Indígena,Informal,Urbana,4,0
1796,2,Masc,54,No indígena,Informal,Urbana,6,3400
1796,3,Fem,26,No indígena,Formal,Urbana,6,7200
1796,5,Masc,21,No indígena,Informal,Urbana,5,1500
1798,1,Masc,50,No indígena,Informal,Urbana,2,3500
1798,3,Masc,23,No indígena,Informal,Urbana,5,3000
1798,5,Masc,21,No indígena,Informal,Urbana,3,3000
1798,6,Masc,20,No indígena,Informal,Urbana,5,3000
1819,1,Masc,21,No indígena,Formal,Urbana,6,9000
1819,2,Fem,19,No indígena,Formal,Urbana,6,9000
1819,3,Fem,53,No indígena,Informal,Urbana,6,0
1832,2,Masc,36,No indígena,Formal,Urbana,6,13100
1879,1,Masc,28,Indígena,Formal,Urbana,6,8100
1880,3,Fem,60,No indígena,Informal,Urbana,6,0
1881,1,Masc,47,No indígena,Formal,Urbana,3,9560
1887,1,Masc,28,No indígena,Informal,Urbana,6,2400
1592,1,Fem,60,No indígena,Informal,Urbana,5,300
1592,2,Masc,35,No indígena,Informal,Urbana,3,800
1593,1,Fem,42,No indígena,Informal,Urbana,3,0
1594,1,Masc,45,No indígena,Formal,Urbana,3,10000
1594,2,Fem,36,No indígena,Informal,Urbana,5,3975
1595,1,Masc,64,No indígena,Informal,Urbana,3,0
1597,1,Fem,38,No indígena,Informal,Urbana,3,0
1597,2,Masc,21,No indígena,Formal,Urbana,5,10200
1598,1,Masc,48,No indígena,Formal,Urbana,6,6900
1605,1,Masc,36,No indígena,Formal,Urbana,5,9125
1606,3,Fem,61,No indígena,Informal,Urbana,3,420
1608,2,Fem,54,Indígena,Informal,Urbana,6,0
1608,3,Masc,31,Indígena,Formal,Urbana,3,15000
1608,4,Masc,27,Indígena,Informal,Urbana,6,4500
1609,1,Masc,22,Indígena,Informal,Urbana,6,9370
1610,2,Masc,33,No indígena,Formal,Urbana,2,12000
1610,3,Masc,37,No indígena,Informal,Urbana,5,4500
1611,1,Masc,70,No indígena,Informal,Urbana,6,2850
1611,2,Fem,45,No indígena,Informal,Urbana,6,0
1612,1,Masc,30,Indígena,Formal,Urbana,1,8900
1613,1,Fem,38,Indígena,Informal,Urbana,3,2000
1614,1,Fem,72,No indígena,Informal,Urbana,3,0
1616,2,Fem,75,No indígena,Informal,Urbana,6,1000
1618,1,Masc,49,No indígena,Formal,Urbana,4,16900
1618,2,Fem,38,No indígena,Informal,Urbana,3,0
1635,1,Masc,48,No indígena,Formal,Urbana,1,3000
1635,2,Masc,19,No indígena,Informal,Urbana,3,2500
1637,1,Fem,27,No indígena,Informal,Urbana,4,0
1638,1,Masc,37,No indígena,Formal,Urbana,5,19500
1600,1,Masc,71,No indígena,Informal,Urbana,6,0
1600,2,Fem,59,No indígena,Informal,Urbana,3,0
1600,3,Fem,33,No indígena,Formal,Urbana,2,10500
1601,3,Fem,51,No indígena,Formal,Urbana,5,10500
1604,1,Masc,47,No indígena,Formal,Urbana,2,22500
1604,2,Fem,42,No indígena,Formal,Urbana,4,15000
1744,1,Masc,79,No indígena,Informal,Urbana,4,0
1744,2,Fem,74,No indígena,Informal,Urbana,5,0
1756,1,Fem,55,No indígena,Formal,Urbana,5,45000
1756,2,Fem,46,No indígena,Formal,Urbana,5,21000
1764,1,Masc,27,No indígena,Informal,Urbana,3,0
1765,2,Masc,57,No indígena,Formal,Urbana,2,10916
1765,4,Fem,24,No indígena,Informal,Urbana,3,4160
1776,1,Fem,54,No indígena,Formal,Urbana,3,16500
1776,2,Fem,27,No indígena,Formal,Urbana,1,35500
1776,3,Fem,62,No indígena,Formal,Urbana,3,9000
1776,4,Fem,60,No indígena,Formal,Urbana,5,10500
1790,1,Masc,28,No indígena,Formal,Urbana,5,8400
1790,2,Fem,28,No indígena,Formal,Urbana,6,8400
1804,2,Masc,23,No indígena,Formal,Urbana,4,8550
1810,1,Fem,40,No indígena,Informal,Urbana,6,0
1810,2,Fem,20,No indígena,Formal,Urbana,6,8550
1810,4,Masc,41,No indígena,Informal,Urbana,6,3000
1818,2,Masc,62,No indígena,Informal,Urbana,5,0
1825,1,Masc,30,No indígena,Formal,Urbana,2,10500
1825,2,Fem,29,No indígena,Formal,Urbana,4,10500
1827,1,Fem,58,No indígena,Informal,Urbana,6,0
1827,2,Fem,29,No indígena,Informal,Urbana,6,3640
1828,1,Masc,35,No indígena,Formal,Urbana,3,15000
1828,2,Fem,28,No indígena,Informal,Urbana,6,0
1829,1,Fem,57,No indígena,Informal,Urbana,6,0
1831,1,Fem,47,No indígena,Informal,Urbana,3,1375
986,1,Masc,60,No indígena,Informal,Urbana,6,0
986,2,Fem,49,No indígena,Informal,Urbana,0,0
986,3,Masc,26,No indígena,Informal,Urbana,6,2000
5422,1,Masc,48,No indígena,Informal,Urbana,2,2400
5423,2,Fem,24,No indígena,Informal,Urbana,6,3000
5425,2,Masc,42,No indígena,Informal,Urbana,3,3000
5425,3,Fem,21,No indígena,Informal,Urbana,0,2500
5425,5,Masc,22,No indígena,Informal,Urbana,6,3000
5425,6,Masc,17,No indígena,Informal,Urbana,0,3000
5426,1,Fem,59,No indígena,Informal,Urbana,1,0
5427,1,Masc,35,No indígena,Informal,Urbana,2,4300
5428,1,Masc,56,No indígena,Informal,Urbana,4,1800
5431,1,Masc,38,No indígena,Informal,Urbana,6,3200
5431,2,Fem,39,No indígena,Informal,Urbana,6,0
5431,3,Fem,21,No indígena,Formal,Urbana,6,9000
5431,4,Masc,19,No indígena,Formal,Urbana,6,8400
5434,1,Masc,30,No indígena,Informal,Urbana,5,0
5435,1,Fem,54,No indígena,Formal,Urbana,2,8850
5435,3,Masc,25,No indígena,Informal,Urbana,6,2400
5435,4,Fem,25,No indígena,Formal,Urbana,5,8700
5436,1,Fem,19,No indígena,Informal,Urbana,2,800
5436,4,Fem,18,No indígena,Informal,Urbana,2,1200
5437,1,Masc,33,Indígena,Informal,Urbana,6,0
5438,1,Masc,67,Indígena,Informal,Urbana,3,0
5506,1,Masc,72,Indígena,Informal,Urbana,3,0
5506,2,Fem,68,Indígena,Informal,Urbana,0,0
5506,3,Masc,45,Indígena,Informal,Urbana,4,0
5506,4,Fem,30,No indígena,Informal,Urbana,1,0
5507,1,Masc,60,Indígena,Informal,Urbana,3,0
5507,2,Fem,47,Indígena,Informal,Urbana,0,0
5507,3,Masc,27,Indígena,Informal,Urbana,6,3000
1786,1,Masc,45,No indígena,Formal,Urbana,6,12600
1787,1,Masc,46,No indígena,Informal,Urbana,4,0
1799,1,Masc,42,No indígena,Formal,Urbana,6,12500
1799,3,Masc,21,No indígena,Formal,Urbana,6,10800
1802,2,Fem,50,No indígena,Informal,Urbana,3,2500
1802,3,Fem,20,No indígena,Informal,Urbana,5,3200
1807,3,Fem,23,No indígena,Formal,Urbana,6,10500
1834,1,Masc,32,No indígena,Formal,Urbana,5,8550
1835,1,Masc,66,No indígena,Informal,Urbana,4,0
1835,2,Fem,72,No indígena,Informal,Urbana,2,0
1864,1,Fem,60,No indígena,Informal,Urbana,6,1000
1864,2,Fem,40,No indígena,Informal,Urbana,5,8400
1865,1,Fem,26,No indígena,Informal,Urbana,6,0
1866,1,Fem,74,No indígena,Informal,Urbana,6,0
1867,4,Fem,23,Indígena,Formal,Urbana,3,9800
1867,6,Masc,19,Indígena,Formal,Urbana,2,9800
1868,1,Masc,42,No indígena,Informal,Urbana,4,1400
1869,1,Masc,38,No indígena,Informal,Urbana,6,5000
1870,1,Masc,34,No indígena,Formal,Urbana,6,9000
1871,1,Masc,34,No indígena,Formal,Urbana,2,12900
1872,1,Masc,57,No indígena,Informal,Urbana,5,3150
1872,2,Fem,22,No indígena,Informal,Urbana,3,2600
1873,1,Masc,26,No indígena,Informal,Urbana,3,3240
1874,2,Fem,24,No indígena,Formal,Urbana,6,9660
1874,3,Fem,28,No indígena,Formal,Urbana,2,10820
1875,1,Masc,56,No indígena,Formal,Urbana,6,9060
1875,2,Fem,56,No indígena,Informal,Urbana,6,0
1878,1,Masc,43,No indígena,Formal,Urbana,5,21000
1882,1,Masc,47,No indígena,Formal,Urbana,6,9000
1882,2,Fem,38,No indígena,Informal,Urbana,6,0
1603,1,Fem,44,No indígena,Informal,Urbana,2,0
1747,2,Masc,58,No indígena,Informal,Urbana,6,0
1757,1,Masc,28,No indígena,Formal,Urbana,6,16700
1768,1,Masc,30,No indígena,Informal,Urbana,6,1500
1768,2,Fem,36,No indígena,Informal,Urbana,2,1300
1768,4,Masc,16,No indígena,Informal,Urbana,2,2000
1768,5,Fem,21,No indígena,Informal,Urbana,3,3500
1771,1,Masc,27,No indígena,Informal,Urbana,1,2500
1780,1,Fem,44,No indígena,Formal,Urbana,6,8100
1780,4,Fem,65,No indígena,Informal,Urbana,1,0
1805,1,Fem,53,No indígena,Informal,Urbana,6,2600
1806,1,Fem,63,No indígena,Informal,Urbana,6,0
1806,2,Fem,35,No indígena,Formal,Urbana,3,8550
1811,1,Masc,49,No indígena,Formal,Urbana,1,10100
1811,2,Fem,27,No indígena,Informal,Urbana,1,0
1812,1,Masc,52,No indígena,Informal,Urbana,6,0
1812,3,Fem,24,No indígena,Formal,Urbana,6,10200
1815,1,Masc,42,No indígena,Informal,Urbana,2,3450
1815,2,Fem,42,No indígena,Informal,Urbana,2,0
1816,1,Fem,50,No indígena,Informal,Urbana,2,0
1822,2,Masc,23,No indígena,Formal,Urbana,4,12000
1822,3,Fem,36,No indígena,Informal,Urbana,5,1200
1823,1,Fem,51,No indígena,Informal,Urbana,6,0
1823,2,Masc,18,No indígena,Informal,Urbana,3,2000
1823,4,Masc,21,No indígena,Informal,Urbana,6,2500
1823,6,Fem,52,No indígena,Informal,Urbana,6,0
1824,1,Masc,64,No indígena,Informal,Urbana,3,0
1824,2,Fem,39,No indígena,Informal,Urbana,2,0
1826,1,Masc,43,No indígena,Informal,Urbana,3,3225
1826,2,Fem,39,No indígena,Informal,Urbana,3,800
1830,1,Masc,42,No indígena,Informal,Urbana,6,0
1833,1,Masc,67,No indígena,Informal,Urbana,6,0
1,1,Fem,49,No indígena,Formal,Urbana,6,9907
2,1,Masc,39,No indígena,Informal,Urbana,5,6000
3,1,Fem,26,No indígena,Informal,Urbana,2,0
3,2,Masc,20,No indígena,Informal,Urbana,4,0
5,2,Fem,52,No indígena,Informal,Urbana,6,0
5,3,Fem,48,No indígena,Formal,Urbana,6,14270
6,1,Fem,51,No indígena,Formal,Urbana,6,11500
8,1,Masc,70,No indígena,Informal,Urbana,4,0
8,2,Fem,69,No indígena,Informal,Urbana,6,0
9,1,Fem,43,No indígena,Informal,Urbana,3,0
9,2,Masc,43,No indígena,Formal,Urbana,3,11600
10,1,Masc,34,No indígena,Formal,Urbana,3,8700
11,1,Fem,46,No indígena,Formal,Urbana,3,8700
11,2,Fem,19,No indígena,Formal,Urbana,5,9600
12,1,Masc,22,No indígena,Formal,Urbana,3,11600
13,1,Masc,55,No indígena,Formal,Urbana,3,9600
14,1,Fem,74,No indígena,Informal,Urbana,0,0
14,2,Masc,49,No indígena,Informal,Urbana,6,6000
15,2,Masc,33,No indígena,Formal,Urbana,3,16900
16,1,Masc,41,No indígena,Formal,Urbana,2,21600
