hogar,id,sexo,edad,etnia,sector,area,educacion,ingreso
3583,2,Fem,29,No indígena,Informal,Rural,0,0
3584,1,Masc,33,No indígena,Formal,Rural,5,8050
2821,1,Masc,53,No indígena,Informal,Urbana,0,1200
2821,2,Fem,60,No indígena,Informal,Urbana,3,500
2916,2,Fem,30,No indígena,Informal,Urbana,6,1100
2917,1,Fem,52,No indígena,Informal,Urbana,0,700
2917,2,Fem,32,No indígena,Informal,Urbana,0,700
2918,1,Fem,36,No indígena,Informal,Urbana,4,600
2918,2,Masc,20,No indígena,Informal,Urbana,4,2500
2919,1,Masc,43,No indígena,Informal,Urbana,3,900
2919,3,Masc,22,No indígena,Informal,Urbana,5,1500
2920,1,Masc,48,No indígena,Informal,Urbana,3,0
2920,2,Fem,42,No indígena,Informal,Urbana,3,0
2920,3,Fem,17,No indígena,Informal,Urbana,6,0
2923,2,Fem,33,No indígena,Formal,Urbana,5,8400
2924,1,Masc,63,No indígena,Informal,Urbana,0,0
2925,1,Masc,58,No indígena,Formal,Urbana,0,7500
2925,3,Fem,18,No indígena,Informal,Urbana,6,800
2926,1,Masc,30,No indígena,Informal,Urbana,5,0
2926,2,Fem,32,No indígena,Informal,Urbana,3,0
2927,1,Masc,60,No indígena,Formal,Urbana,6,9200
2928,1,Masc,26,No indígena,Informal,Urbana,3,0
2928,2,Fem,20,No indígena,Informal,Urbana,3,0
2929,1,Fem,30,No indígena,Formal,Urbana,5,9600
2930,1,Masc,54,Indígena,Informal,Urbana,5,0
2930,3,Masc,30,Indígena,Informal,Urbana,6,0
2930,4,Masc,28,Indígena,Informal,Urbana,6,0
2930,5,Fem,21,Indígena,Informal,Urbana,3,0
2931,2,Fem,59,No indígena,Informal,Urbana,6,0
2623,1,Masc,63,Indígena,Informal,Rural,0,1000
2623,3,Masc,32,Indígena,Informal,Rural,3,0
2624,1,Masc,49,No indígena,Informal,Rural,6,0
2624,2,Fem,44,No indígena,Formal,Rural,6,21600
2625,1,Masc,37,No indígena,Informal,Rural,6,0
2627,1,Masc,28,No indígena,Informal,Rural,1,3000
2628,1,Masc,41,No indígena,Formal,Rural,4,6200
2631,1,Masc,37,No indígena,Informal,Rural,6,0
2632,3,Fem,19,No indígena,Formal,Rural,6,3500
2944,1,Masc,65,No indígena,Informal,Rural,0,400
2969,2,Masc,16,No indígena,Informal,Rural,3,600
2971,1,Masc,33,No indígena,Formal,Rural,3,18700
2971,2,Fem,28,No indígena,Formal,Rural,3,13000
2972,3,Masc,31,No indígena,Formal,Rural,3,12400
3529,1,Masc,27,No indígena,Formal,Rural,5,10200
3556,1,Fem,58,No indígena,Informal,Rural,0,0
3556,2,Masc,62,No indígena,Informal,Rural,4,800
3556,3,Masc,24,No indígena,Informal,Rural,4,750
3556,5,Masc,25,No indígena,Informal,Rural,1,900
3557,1,Masc,32,No indígena,Formal,Rural,2,6300
3558,1,Masc,40,No indígena,Informal,Rural,3,0
3559,3,Fem,30,No indígena,Formal,Rural,5,10400
3559,4,Fem,28,No indígena,Informal,Rural,5,9100
3565,1,Fem,73,No indígena,Informal,Rural,0,260
3565,2,Masc,66,No indígena,Informal,Rural,0,110
3566,2,Masc,28,No indígena,Informal,Rural,3,750
3577,1,Masc,25,Indígena,Formal,Rural,5,11600
3578,2,Fem,21,No indígena,Informal,Rural,3,1500
3578,3,Fem,18,No indígena,Informal,Rural,3,1500
3578,4,Masc,31,No indígena,Informal,Rural,6,960
3582,2,Fem,29,No indígena,Informal,Rural,6,1700
3141,1,Masc,49,No indígena,Informal,Rural,0,640
3141,4,Masc,21,No indígena,Informal,Rural,6,1800
3141,7,Masc,19,No indígena,Informal,Rural,2,1800
3275,1,Masc,59,No indígena,Informal,Rural,0,0
3275,3,Masc,18,No indígena,Informal,Rural,2,1200
3276,1,Masc,34,No indígena,Informal,Rural,3,1200
3276,2,Fem,31,No indígena,Informal,Rural,3,0
3277,1,Masc,43,No indígena,Informal,Rural,0,1800
3282,1,Masc,30,No indígena,Informal,Rural,3,0
3303,1,Masc,37,No indígena,Informal,Rural,0,0
3304,1,Masc,33,No indígena,Informal,Rural,2,1000
3305,1,Masc,67,No indígena,Informal,Rural,0,0
3305,3,Masc,23,No indígena,Informal,Rural,3,0
3345,1,Masc,57,No indígena,Informal,Rural,3,0
3346,1,Masc,69,No indígena,Informal,Rural,2,0
3347,1,Masc,42,No indígena,Informal,Rural,1,6000
3347,3,Masc,20,No indígena,Informal,Rural,3,1200
3348,1,Masc,27,No indígena,Informal,Rural,6,1200
3113,1,Masc,50,No indígena,Informal,Urbana,6,600
3113,2,Fem,48,No indígena,Informal,Urbana,0,0
3113,3,Fem,30,No indígena,Informal,Urbana,0,240
3114,1,Masc,44,No indígena,Informal,Urbana,4,1200
3114,2,Fem,42,No indígena,Informal,Urbana,3,0
3114,4,Masc,16,No indígena,Informal,Urbana,4,200
3118,1,Masc,69,No indígena,Informal,Urbana,3,0
3118,3,Masc,27,No indígena,Formal,Urbana,6,14450
3119,1,Masc,30,No indígena,Informal,Urbana,6,2000
3119,2,Fem,28,No indígena,Informal,Urbana,6,0
3120,1,Masc,77,No indígena,Informal,Urbana,0,0
3120,2,Fem,76,No indígena,Informal,Urbana,0,0
3123,1,Fem,25,No indígena,Informal,Urbana,3,1400
3126,1,Fem,63,No indígena,Informal,Urbana,0,0
3126,2,Masc,20,No indígena,Informal,Urbana,6,0
3126,3,Masc,17,No indígena,Informal,Urbana,3,0
3127,1,Masc,46,No indígena,Informal,Urbana,2,1500
3127,2,Fem,47,No indígena,Informal,Urbana,0,0
3127,3,Fem,21,No indígena,Informal,Urbana,6,3000
3128,1,Fem,40,No indígena,Formal,Urbana,6,4500
3128,2,Masc,24,No indígena,Informal,Urbana,3,2000
3128,3,Masc,26,No indígena,Informal,Urbana,5,0
3128,4,Fem,20,No indígena,Informal,Urbana,6,0
3129,1,Masc,29,No indígena,Informal,Urbana,6,1400
3134,1,Masc,26,No indígena,Informal,Urbana,5,2300
3134,2,Fem,24,No indígena,Informal,Urbana,6,0
3136,2,Masc,48,No indígena,Informal,Urbana,2,0
3136,3,Fem,22,No indígena,Informal,Urbana,6,0
3138,1,Masc,29,No indígena,Informal,Urbana,6,7500
3139,1,Masc,55,Indígena,Informal,Urbana,3,0
3139,2,Fem,56,Indígena,Informal,Urbana,0,0
3139,4,Masc,19,Indígena,Informal,Urbana,6,500
3139,7,Fem,33,Indígena,Informal,Urbana,0,1400
3139,8,Fem,16,No indígena,Informal,Urbana,2,0
3139,10,Fem,22,Indígena,Informal,Urbana,6,0
3139,11,Masc,28,No indígena,Informal,Urbana,3,1000
3142,1,Masc,39,No indígena,Informal,Urbana,3,800
3142,5,Masc,17,No indígena,Informal,Urbana,1,1000
3260,1,Masc,72,No indígena,Informal,Urbana,0,0
3260,2,Fem,54,No indígena,Informal,Urbana,0,0
3260,3,Fem,32,No indígena,Informal,Urbana,6,0
3260,4,Fem,19,No indígena,Informal,Urbana,5,0
3260,5,Masc,34,No indígena,Informal,Urbana,6,2000
3143,1,Masc,44,Indígena,Informal,Rural,0,2300
3143,3,Masc,22,Indígena,Informal,Rural,3,2300
3143,4,Masc,19,Indígena,Informal,Rural,3,2300
3144,1,Masc,34,Indígena,Informal,Rural,3,600
3144,3,Masc,16,Indígena,Informal,Rural,3,0
3146,1,Masc,62,Indígena,Informal,Rural,0,0
3146,2,Fem,40,Indígena,Informal,Rural,0,0
3147,1,Masc,48,Indígena,Informal,Rural,0,0
3148,3,Masc,18,Indígena,Informal,Rural,3,410
3159,1,Fem,57,Indígena,Informal,Rural,0,2700
3159,2,Masc,21,Indígena,Informal,Rural,5,3200
3159,3,Fem,19,Indígena,Informal,Rural,4,4300
3161,1,Masc,24,No indígena,Informal,Rural,3,0
3162,1,Masc,65,Indígena,Informal,Rural,0,2900
3163,1,Masc,33,No indígena,Informal,Rural,6,1200
3116,1,Masc,48,Indígena,Informal,Rural,3,0
3116,5,Masc,24,Indígena,Informal,Rural,3,0
3117,1,Masc,43,Indígena,Informal,Rural,0,1200
3133,1,Masc,47,Indígena,Informal,Rural,6,0
3133,3,Masc,20,Indígena,Informal,Rural,6,0
3133,4,Masc,18,Indígena,Informal,Rural,3,0
3133,5,Masc,17,Indígena,Informal,Rural,6,0
3137,1,Masc,40,No indígena,Informal,Rural,0,0
3158,1,Masc,56,No indígena,Informal,Rural,0,0
3158,3,Masc,25,No indígena,Informal,Rural,3,800
3158,4,Masc,21,No indígena,Informal,Rural,3,800
3165,1,Masc,32,Indígena,Informal,Rural,6,1200
3168,1,Masc,39,Indígena,Informal,Rural,0,1200
3169,1,Fem,38,Indígena,Informal,Rural,0,0
3169,2,Masc,42,Indígena,Informal,Rural,0,800
3169,6,Masc,16,Indígena,Informal,Rural,6,700
3410,2,Masc,36,No indígena,Informal,Urbana,6,1200
3410,4,Masc,27,No indígena,Informal,Urbana,6,0
3410,6,Masc,67,No indígena,Informal,Urbana,3,800
3411,1,Masc,42,No indígena,Formal,Urbana,3,7796
3411,2,Fem,39,No indígena,Informal,Urbana,0,0
3411,3,Fem,19,No indígena,Informal,Urbana,6,1900
3411,4,Masc,17,No indígena,Informal,Urbana,3,220
3411,5,Fem,16,No indígena,Informal,Urbana,0,0
3411,8,Fem,22,No indígena,Informal,Urbana,4,0
3416,1,Masc,53,No indígena,Informal,Urbana,6,12000
3418,1,Masc,52,No indígena,Informal,Urbana,6,0
3418,5,Masc,63,No indígena,Informal,Urbana,3,2340
3419,1,Masc,40,No indígena,Informal,Urbana,2,1440
3419,2,Fem,34,No indígena,Informal,Urbana,4,340
3419,6,Masc,20,No indígena,Informal,Urbana,5,0
3420,1,Masc,54,No indígena,Informal,Urbana,2,720
3421,1,Masc,45,No indígena,Informal,Urbana,3,75
3421,2,Fem,42,No indígena,Informal,Urbana,0,350
3424,1,Masc,45,No indígena,Informal,Urbana,2,2400
3425,1,Masc,28,No indígena,Informal,Urbana,5,1200
3426,1,Masc,67,No indígena,Informal,Urbana,2,0
3426,3,Masc,21,No indígena,Informal,Urbana,6,0
3427,3,Masc,27,No indígena,Informal,Urbana,5,0
3428,2,Masc,35,No indígena,Formal,Urbana,6,6300
3429,1,Masc,42,No indígena,Informal,Urbana,6,0
3429,2,Fem,38,No indígena,Informal,Urbana,3,0
3430,1,Masc,50,No indígena,Informal,Urbana,5,0
3431,1,Masc,48,No indígena,Informal,Urbana,6,0
3431,2,Fem,48,No indígena,Formal,Urbana,5,6000
3436,1,Masc,67,No indígena,Formal,Urbana,3,7200
3436,3,Masc,28,No indígena,Informal,Urbana,3,5400
3437,1,Masc,57,No indígena,Informal,Urbana,0,0
3437,3,Masc,29,No indígena,Informal,Urbana,3,4500
3474,1,Masc,41,No indígena,Informal,Rural,2,0
3475,2,Fem,57,No indígena,Informal,Rural,0,0
3475,5,Fem,33,No indígena,Informal,Rural,6,0
3476,1,Masc,64,No indígena,Informal,Rural,3,0
3476,2,Fem,54,No indígena,Informal,Rural,3,0
3476,3,Masc,24,No indígena,Informal,Rural,5,0
3476,6,Masc,24,No indígena,Informal,Rural,6,0
3477,1,Masc,63,No indígena,Informal,Rural,0,0
3478,1,Masc,62,No indígena,Informal,Rural,0,700
3479,1,Masc,58,No indígena,Formal,Rural,0,6600
3480,1,Masc,55,No indígena,Informal,Rural,0,1500
3480,3,Masc,26,No indígena,Informal,Rural,6,1500
3482,1,Fem,45,No indígena,Informal,Rural,3,0
3483,1,Masc,31,No indígena,Informal,Rural,6,1000
3484,1,Masc,53,No indígena,Formal,Rural,1,6750
3484,3,Masc,20,No indígena,Formal,Rural,6,6750
3485,1,Masc,38,No indígena,Formal,Rural,4,7200
3485,3,Masc,17,No indígena,Informal,Rural,6,800
3486,1,Masc,28,No indígena,Formal,Rural,3,6300
3321,1,Masc,44,No indígena,Informal,Urbana,6,0
3321,2,Fem,41,No indígena,Informal,Urbana,6,0
3321,3,Fem,21,No indígena,Informal,Urbana,2,0
3322,1,Masc,38,No indígena,Formal,Urbana,5,12000
3323,1,Masc,61,No indígena,Formal,Urbana,6,22500
3323,4,Masc,27,No indígena,Informal,Urbana,6,3000
3326,1,Masc,44,No indígena,Formal,Urbana,4,9700
3326,2,Fem,34,No indígena,Formal,Urbana,6,10200
3327,1,Masc,65,No indígena,Informal,Urbana,5,0
3327,2,Fem,60,No indígena,Informal,Urbana,6,0
3328,1,Masc,72,No indígena,Informal,Urbana,6,0
3328,3,Masc,34,No indígena,Formal,Urbana,5,8525
3334,1,Masc,45,Indígena,Informal,Urbana,2,0
3334,3,Masc,22,Indígena,Informal,Urbana,6,1000
3334,4,Masc,17,Indígena,Informal,Urbana,5,0
3334,7,Masc,24,Indígena,Informal,Urbana,6,0
3340,2,Masc,37,No indígena,Informal,Urbana,4,3000
3341,1,Masc,20,Indígena,Informal,Urbana,5,0
3342,1,Masc,25,No indígena,Informal,Urbana,6,6000
3342,2,Fem,22,No indígena,Informal,Urbana,6,5400
3349,2,Masc,30,No indígena,Formal,Urbana,3,9300
3349,3,Fem,37,No indígena,Formal,Urbana,5,3450
3349,4,Fem,21,No indígena,Informal,Urbana,2,6000
3350,1,Fem,24,No indígena,Formal,Urbana,6,8400
3350,3,Fem,22,No indígena,Informal,Urbana,1,400
3350,4,Fem,17,No indígena,Informal,Urbana,3,600
3354,1,Masc,38,No indígena,Formal,Urbana,3,8820
3433,1,Masc,36,No indígena,Informal,Rural,6,1200
3435,1,Masc,78,No indígena,Informal,Rural,0,0
3435,2,Fem,73,No indígena,Informal,Rural,3,0
3435,3,Masc,28,No indígena,Informal,Rural,6,1200
3435,4,Fem,27,No indígena,Informal,Rural,6,0
3435,8,Fem,39,No indígena,Informal,Rural,0,0
3435,9,Masc,23,No indígena,Informal,Rural,5,375
3435,12,Fem,32,No indígena,Formal,Rural,6,15000
3435,14,Masc,25,No indígena,Informal,Rural,0,0
3435,15,Fem,26,No indígena,Informal,Rural,0,0
3438,1,Masc,66,No indígena,Informal,Rural,0,0
3438,3,Masc,43,No indígena,Informal,Rural,0,600
3440,1,Masc,35,No indígena,Informal,Rural,1,1500
3441,1,Masc,29,No indígena,Informal,Rural,5,180
3442,1,Masc,61,No indígena,Informal,Rural,2,160
3442,2,Fem,56,No indígena,Informal,Rural,0,160
3442,3,Fem,19,No indígena,Informal,Rural,4,160
3443,1,Masc,21,Indígena,Informal,Rural,5,1260
3444,1,Fem,44,No indígena,Informal,Rural,3,1250
3445,1,Fem,72,No indígena,Informal,Rural,0,0
3445,2,Masc,37,No indígena,Informal,Rural,4,1000
3445,3,Fem,34,No indígena,Informal,Rural,2,0
3446,1,Masc,55,No indígena,Informal,Rural,2,1200
3447,1,Masc,50,No indígena,Informal,Rural,6,0
3363,1,Masc,45,No indígena,Informal,Rural,0,3000
3363,3,Fem,20,No indígena,Informal,Rural,6,1650
3364,1,Masc,69,No indígena,Informal,Rural,3,0
3364,2,Masc,23,No indígena,Informal,Rural,0,0
3383,1,Fem,47,No indígena,Informal,Rural,0,1080
3383,4,Masc,23,No indígena,Informal,Rural,4,1200
3432,1,Masc,57,No indígena,Informal,Rural,0,1400
3448,1,Masc,53,No indígena,Informal,Rural,5,0
3449,2,Masc,24,No indígena,Formal,Rural,2,7200
3449,3,Masc,19,No indígena,Informal,Rural,3,1400
3450,1,Masc,38,No indígena,Formal,Rural,6,8100
3451,1,Masc,79,No indígena,Informal,Rural,0,0
3451,2,Masc,50,No indígena,Informal,Rural,0,0
3451,4,Masc,17,No indígena,Informal,Rural,6,1500
3452,3,Masc,19,No indígena,Informal,Rural,6,1040
3452,4,Fem,18,No indígena,Informal,Rural,6,900
3452,6,Masc,27,No indígena,Informal,Rural,3,1040
3453,3,Fem,26,No indígena,Informal,Rural,4,1600
3453,4,Fem,20,No indígena,Informal,Rural,3,1600
3455,1,Masc,40,No indígena,Formal,Rural,2,6600
3455,3,Masc,18,No indígena,Informal,Rural,4,2200
3374,1,Masc,31,No indígena,Informal,Urbana,5,0
3374,2,Fem,38,No indígena,Informal,Urbana,4,0
3375,1,Masc,49,No indígena,Informal,Urbana,5,0
3375,2,Fem,44,No indígena,Informal,Urbana,2,0
3376,1,Masc,57,No indígena,Informal,Urbana,5,0
3376,3,Fem,21,No indígena,Informal,Urbana,2,0
3377,1,Fem,25,No indígena,Informal,Urbana,3,1000
3378,1,Masc,31,No indígena,Informal,Urbana,6,9300
3387,1,Masc,41,No indígena,Informal,Urbana,3,0
3387,2,Fem,34,No indígena,Informal,Urbana,3,560
3388,1,Fem,45,No indígena,Informal,Urbana,6,1600
3388,2,Fem,18,No indígena,Informal,Urbana,6,1600
3388,7,Fem,44,No indígena,Informal,Urbana,6,2800
3389,1,Masc,66,No indígena,Informal,Urbana,6,2500
3389,3,Fem,36,No indígena,Informal,Urbana,5,1800
3390,1,Masc,35,No indígena,Informal,Urbana,2,1140
3390,2,Fem,50,No indígena,Informal,Urbana,3,0
3390,3,Fem,24,No indígena,Informal,Urbana,6,0
3390,4,Fem,20,No indígena,Informal,Urbana,3,1000
3390,5,Fem,37,No indígena,Informal,Urbana,6,5400
3391,1,Masc,40,No indígena,Formal,Urbana,6,15000
3391,2,Fem,35,No indígena,Informal,Urbana,6,0
3391,3,Masc,18,No indígena,Informal,Urbana,4,400
3392,1,Fem,44,Indígena,Informal,Urbana,3,640
3392,2,Masc,43,Indígena,Informal,Urbana,6,3600
3393,1,Masc,35,No indígena,Informal,Urbana,2,0
3393,2,Fem,32,No indígena,Informal,Urbana,6,0
3394,1,Masc,66,No indígena,Informal,Urbana,0,1400
3394,4,Masc,42,No indígena,Informal,Urbana,6,900
3395,1,Fem,63,No indígena,Informal,Urbana,0,0
3395,3,Masc,47,No indígena,Informal,Urbana,0,300
3396,1,Masc,37,No indígena,Informal,Urbana,4,3200
3396,2,Fem,29,No indígena,Informal,Urbana,5,0
3396,7,Masc,27,No indígena,Informal,Urbana,5,1400
3397,1,Masc,52,No indígena,Informal,Urbana,6,0
3398,1,Masc,48,No indígena,Informal,Urbana,6,800
3398,2,Fem,47,No indígena,Informal,Urbana,6,0
3398,3,Fem,28,No indígena,Informal,Urbana,5,0
3398,4,Fem,26,No indígena,Informal,Urbana,5,0
3398,6,Masc,24,No indígena,Informal,Urbana,5,0
3398,7,Fem,18,No indígena,Informal,Urbana,6,0
3406,1,Masc,75,No indígena,Informal,Urbana,1,0
3406,3,Masc,29,No indígena,Informal,Urbana,0,0
3406,4,Fem,25,No indígena,Informal,Urbana,6,0
3315,1,Masc,36,No indígena,Informal,Rural,6,0
3315,5,Masc,42,No indígena,Informal,Rural,5,0
3318,1,Masc,48,No indígena,Informal,Rural,2,1500
3318,2,Masc,18,No indígena,Informal,Rural,1,1600
3318,4,Masc,25,No indígena,Informal,Rural,5,1500
3351,1,Masc,27,No indígena,Informal,Rural,6,0
3357,2,Masc,35,No indígena,Informal,Rural,0,1200
3358,1,Masc,29,No indígena,Formal,Rural,2,4500
3358,2,Fem,29,No indígena,Informal,Rural,2,0
3359,2,Masc,41,No indígena,Formal,Rural,2,4800
3359,4,Masc,18,No indígena,Informal,Rural,4,1000
3360,1,Masc,46,No indígena,Informal,Rural,6,0
3360,2,Fem,45,No indígena,Informal,Rural,1,0
3360,4,Fem,20,No indígena,Informal,Rural,5,0
3360,5,Masc,25,No indígena,Formal,Rural,5,15000
3361,1,Masc,35,No indígena,Informal,Rural,0,1800
3362,1,Fem,43,No indígena,Informal,Rural,1,0
3362,2,Fem,18,No indígena,Informal,Rural,2,700
3384,3,Masc,30,No indígena,Informal,Rural,3,2460
3385,1,Masc,20,No indígena,Informal,Rural,2,0
3385,2,Masc,17,No indígena,Informal,Rural,5,0
3386,1,Masc,24,No indígena,Informal,Rural,1,1820
3215,1,Fem,71,No indígena,Informal,Rural,0,0
3329,1,Masc,87,No indígena,Informal,Rural,2,0
3329,2,Masc,27,No indígena,Informal,Rural,5,1800
3329,4,Masc,21,No indígena,Informal,Rural,3,2200
3329,7,Masc,50,No indígena,Informal,Rural,0,0
3330,2,Fem,17,No indígena,Informal,Rural,4,1040
3330,3,Fem,24,No indígena,Informal,Rural,4,2000
3330,4,Masc,26,No indígena,Informal,Rural,3,1400
3330,8,Masc,21,No indígena,Formal,Rural,6,6000
3330,11,Masc,24,No indígena,Formal,Rural,5,6000
3335,1,Masc,60,No indígena,Informal,Rural,0,0
3335,3,Masc,33,No indígena,Informal,Rural,3,1500
3335,4,Fem,29,No indígena,Formal,Rural,3,2200
3336,1,Masc,44,No indígena,Informal,Rural,1,0
3336,2,Fem,40,No indígena,Informal,Rural,2,0
3337,1,Fem,61,No indígena,Informal,Rural,0,0
3337,2,Masc,29,No indígena,Informal,Rural,5,600
3337,3,Masc,25,No indígena,Informal,Rural,3,1900
3343,1,Fem,36,No indígena,Informal,Rural,3,0
3343,2,Masc,40,No indígena,Informal,Rural,3,2000
3343,3,Masc,18,No indígena,Informal,Rural,5,0
3343,7,Fem,26,No indígena,Informal,Rural,5,0
3344,1,Fem,58,No indígena,Informal,Rural,0,0
3344,2,Masc,20,No indígena,Informal,Rural,2,400
3344,3,Masc,17,No indígena,Informal,Rural,1,400
3344,4,Fem,28,No indígena,Informal,Rural,5,400
3356,1,Masc,41,No indígena,Informal,Rural,6,0
3356,3,Masc,17,No indígena,Informal,Rural,1,450
3356,4,Masc,16,No indígena,Informal,Rural,1,0
3407,3,Fem,40,No indígena,Informal,Urbana,0,500
3407,4,Fem,30,No indígena,Informal,Urbana,0,500
3409,1,Masc,53,No indígena,Informal,Urbana,4,0
3409,3,Fem,24,No indígena,Formal,Urbana,6,10200
3423,1,Masc,60,No indígena,Informal,Urbana,6,2000
3423,3,Masc,32,No indígena,Informal,Urbana,5,1200
3423,9,Masc,20,No indígena,Informal,Urbana,6,0
3490,1,Masc,75,No indígena,Informal,Urbana,4,0
3490,3,Masc,46,No indígena,Informal,Urbana,6,1200
3490,6,Fem,20,No indígena,Informal,Urbana,5,0
3491,1,Masc,40,No indígena,Informal,Urbana,3,1750
3491,2,Fem,38,No indígena,Informal,Urbana,0,1560
3491,4,Fem,21,No indígena,Informal,Urbana,3,0
3493,1,Fem,71,No indígena,Informal,Urbana,3,0
3493,2,Masc,19,No indígena,Informal,Urbana,3,650
3494,1,Fem,37,No indígena,Informal,Urbana,4,0
3495,1,Fem,50,No indígena,Informal,Urbana,2,0
3496,1,Masc,58,No indígena,Informal,Urbana,2,800
3496,2,Fem,50,No indígena,Informal,Urbana,2,0
3496,3,Masc,18,No indígena,Informal,Urbana,6,700
3497,1,Masc,46,No indígena,Informal,Urbana,3,0
3499,1,Fem,56,No indígena,Informal,Urbana,1,0
3499,2,Masc,52,No indígena,Informal,Urbana,6,1200
3500,1,Masc,62,No indígena,Informal,Urbana,3,0
3500,2,Fem,63,No indígena,Informal,Urbana,5,0
3500,3,Masc,18,No indígena,Informal,Urbana,1,0
3501,1,Masc,69,No indígena,Informal,Urbana,0,0
3501,3,Fem,30,No indígena,Informal,Urbana,3,0
3502,1,Masc,37,No indígena,Formal,Urbana,5,8900
3502,2,Fem,33,No indígena,Informal,Urbana,6,0
3502,3,Fem,16,No indígena,Informal,Urbana,4,0
3503,1,Masc,80,No indígena,Informal,Urbana,0,0
3503,2,Fem,35,No indígena,Informal,Urbana,0,0
3122,1,Masc,39,Indígena,Informal,Rural,6,2400
3122,2,Fem,37,Indígena,Informal,Rural,5,0
3124,1,Masc,39,Indígena,Informal,Rural,3,0
3130,1,Masc,50,No indígena,Informal,Rural,2,0
3130,4,Masc,29,No indígena,Informal,Rural,5,0
3131,1,Masc,33,Indígena,Informal,Rural,2,1040
3132,1,Masc,40,Indígena,Informal,Rural,3,0
3140,1,Masc,31,Indígena,Informal,Rural,6,0
3140,2,Fem,25,Indígena,Formal,Rural,3,3600
3153,1,Fem,48,Indígena,Informal,Rural,3,0
3153,2,Fem,21,Indígena,Informal,Rural,3,0
3153,3,Fem,19,Indígena,Informal,Rural,3,0
3156,1,Fem,25,Indígena,Informal,Rural,0,0
3604,1,Masc,25,No indígena,Informal,Urbana,3,0
3626,1,Fem,29,No indígena,Formal,Urbana,6,9000
3627,1,Masc,49,No indígena,Informal,Urbana,3,500
3664,1,Masc,55,No indígena,Informal,Urbana,6,0
3665,1,Masc,51,No indígena,Informal,Urbana,0,0
3665,4,Masc,30,No indígena,Informal,Urbana,0,0
3665,8,Masc,27,No indígena,Informal,Urbana,3,0
3665,11,Masc,24,No indígena,Informal,Urbana,3,0
3666,1,Masc,22,No indígena,Informal,Urbana,5,2720
3666,2,Fem,24,No indígena,Informal,Urbana,3,1720
3670,1,Masc,35,No indígena,Informal,Urbana,6,2500
3670,2,Fem,34,No indígena,Informal,Urbana,6,800
3671,1,Masc,54,No indígena,Informal,Urbana,6,1000
3671,3,Masc,23,No indígena,Informal,Urbana,3,2000
3671,4,Masc,20,No indígena,Informal,Urbana,6,1800
3671,5,Masc,19,No indígena,Informal,Urbana,3,2000
3672,1,Fem,30,No indígena,Informal,Urbana,5,6000
3673,1,Fem,31,Indígena,Informal,Urbana,6,0
3673,2,Masc,29,Indígena,Informal,Urbana,3,0
3673,6,Fem,20,Indígena,Informal,Urbana,5,0
3673,7,Fem,20,Indígena,Informal,Urbana,6,0
3673,8,Fem,16,Indígena,Informal,Urbana,5,0
3674,1,Masc,50,No indígena,Informal,Urbana,5,8100
3674,2,Fem,38,No indígena,Informal,Urbana,5,0
3679,1,Fem,64,No indígena,Informal,Urbana,6,0
3679,2,Fem,40,No indígena,Informal,Urbana,6,3050
3684,1,Masc,32,No indígena,Informal,Urbana,2,2400
3684,2,Fem,37,No indígena,Informal,Urbana,4,800
3689,1,Fem,65,No indígena,Informal,Urbana,3,0
3690,1,Masc,51,No indígena,Informal,Urbana,1,1200
3690,2,Fem,48,No indígena,Informal,Urbana,5,8910
3690,3,Masc,23,No indígena,Informal,Urbana,6,8700
3691,1,Fem,43,No indígena,Informal,Urbana,1,680
3825,1,Fem,51,No indígena,Informal,Rural,3,600
3825,2,Masc,25,No indígena,Informal,Rural,4,900
3825,6,Masc,23,No indígena,Informal,Rural,4,1800
3825,9,Masc,18,No indígena,Informal,Rural,5,1500
3883,1,Masc,58,No indígena,Informal,Rural,6,1600
3883,3,Masc,19,No indígena,Informal,Rural,6,800
3885,1,Fem,55,No indígena,Informal,Rural,6,0
3886,1,Fem,35,No indígena,Informal,Rural,0,0
3886,3,Masc,45,No indígena,Informal,Rural,1,0
3886,4,Fem,39,No indígena,Informal,Rural,6,6000
3887,1,Masc,66,No indígena,Informal,Rural,1,4000
3887,2,Fem,59,No indígena,Informal,Rural,0,0
3887,3,Fem,39,No indígena,Informal,Rural,3,0
3888,1,Masc,22,No indígena,Formal,Rural,3,10500
3888,3,Fem,26,No indígena,Informal,Rural,4,2000
3888,4,Masc,37,No indígena,Formal,Rural,5,8400
3890,1,Masc,46,No indígena,Informal,Rural,3,0
3890,2,Fem,36,No indígena,Informal,Rural,3,0
3890,3,Fem,18,No indígena,Informal,Rural,5,0
3890,4,Masc,16,No indígena,Informal,Rural,4,0
3890,6,Masc,16,No indígena,Informal,Rural,3,0
3891,1,Masc,56,No indígena,Informal,Rural,6,0
3891,2,Fem,45,No indígena,Informal,Rural,3,1000
3891,3,Masc,20,No indígena,Informal,Rural,3,1500
3891,4,Fem,19,No indígena,Informal,Rural,5,2000
3891,5,Fem,23,No indígena,Informal,Rural,6,2500
3892,1,Masc,32,No indígena,Informal,Rural,6,0
3893,1,Masc,38,No indígena,Informal,Rural,0,1200
3586,1,Fem,28,No indígena,Formal,Rural,4,9000
3587,1,Masc,48,No indígena,Informal,Rural,6,0
3587,3,Masc,29,No indígena,Informal,Rural,6,6400
3587,4,Masc,23,No indígena,Informal,Rural,4,0
3587,5,Fem,24,No indígena,Informal,Rural,5,0
